county,state,year,days_under0,dewPoint,precipAccumulation,precip,days_under_n10,days_over42,days_over32,humidity,temp_delta,temperatureMin,apparentTemperatureMin,precipIntensity
payette,ID,2013,0,39.0594565217,0.0,81,0,184,184,0.439402173913,27.0005434783,50.7898913043,49.3796195652,0.000940217391304
petroleum,MT,2013,0,42.6741530055,3.835,121,0,174,178,0.587158469945,22.621420765,47.853715847,45.8272677596,0.00270218579235
phillips,CO,2010,0,47.7891256831,0.0,125,0,183,183,0.596229508197,27.0628415301,52.0672677596,50.2942622951,0.00279617486339
phillips,CO,2011,0,46.1790217391,0.0,118,0,184,184,0.601467391304,28.2792934783,50.0602717391,47.2420108696,0.00324619565217
phillips,CO,2013,0,47.7187978142,0.547,110,0,175,181,0.59349726776,26.6092896175,52.1644808743,50.0142076503,0.00122349726776
phillips,MT,2013,0,43.3948087432,3.154,125,0,173,179,0.622295081967,22.2304371585,47.0741530055,44.9493442623,0.00283661202186
pitkin,CO,2010,0,31.7904371585,10.753,82,0,175,182,0.513114754098,27.5366666667,39.8767759563,36.4573224044,0.00193387978142
pitkin,CO,2011,0,32.3701630435,9.044,108,0,179,183,0.509456521739,26.9388586957,41.0366304348,37.9064130435,0.00186847826087
pitkin,CO,2013,0,33.0042076503,9.952,119,0,174,180,0.518524590164,25.2273224044,41.4584699454,38.5818579235,0.00190765027322
platte,WY,2013,0,42.1172677596,10.448,135,0,171,176,0.560163934426,25.3420218579,48.0023497268,45.548852459,0.00194316939891
pondera,MT,2013,0,39.5493478261,3.741,126,0,174,178,0.591413043478,22.505,44.6320108696,41.5346195652,0.0022152173913
powder river,MT,2013,0,43.5687431694,34.013,121,0,168,177,0.588524590164,21.5240437158,49.1951912568,46.8703278689,0.00353825136612
powell,MT,2013,0,39.1531693989,1.924,119,0,174,180,0.536721311475,24.9648087432,45.642568306,43.5978688525,0.00174480874317
power,ID,2010,0,36.6991803279,0.991,102,0,178,183,0.491967213115,27.266557377,45.6500546448,43.1579234973,0.00113879781421
power,ID,2011,0,38.7451630435,0.628,106,0,182,184,0.518913043478,26.5072826087,46.3769565217,44.0943478261,0.0012847826087
power,ID,2013,0,38.5320765027,0.137,84,0,179,183,0.461639344262,25.3921857923,49.3424590164,47.683989071,0.000878142076503
prairie,MT,2013,0,44.853989071,21.053,116,0,169,178,0.608087431694,22.3410382514,49.1862295082,47.019726776,0.00284590163934
prowers,CO,2010,0,48.5554098361,0.0,110,0,183,183,0.538360655738,28.8148087432,55.4603278689,54.2363934426,0.0023087431694
prowers,CO,2011,0,44.0249726776,0.0,108,0,183,183,0.46306010929,31.128852459,54.9077595628,53.2992896175,0.00147267759563
prowers,CO,2013,0,45.6098360656,0.789,102,0,178,182,0.504972677596,27.1869398907,54.6533333333,52.9225136612,0.00195628415301
pueblo,CO,2010,0,40.438852459,0.0,98,0,183,183,0.481366120219,29.2106557377,50.4025136612,48.913715847,0.00200546448087
pueblo,CO,2011,0,37.7274863388,0.0,108,0,183,183,0.442786885246,29.4110928962,50.2691256831,48.3987978142,0.00178087431694
pueblo,CO,2013,0,39.0722404372,2.334,107,0,177,181,0.476775956284,25.5101639344,50.763989071,48.9524590164,0.00166557377049
ravalli,MT,2013,0,39.3144808743,0.803,109,0,177,183,0.542349726776,25.3833333333,45.5225136612,44.0136612022,0.00247049180328
richland,MT,2013,0,45.9531147541,22.854,114,0,165,177,0.672677595628,21.923989071,47.4043169399,45.2670491803,0.00298469945355
rio blanco,CO,2010,0,35.0902185792,3.539,97,0,178,183,0.472677595628,28.5110382514,45.1590163934,43.5526775956,0.00133661202186
rio blanco,CO,2011,0,37.3458152174,3.242,114,0,184,184,0.52777173913,27.3440217391,44.9402173913,43.226576087,0.00202010869565
rio blanco,CO,2013,0,36.3912021858,4.935,98,0,176,182,0.47606557377,26.0104371585,47.1851912568,45.791147541,0.00179781420765
rio grande,CO,2010,0,33.4653551913,0.151,85,0,178,183,0.498087431694,27.4331693989,41.083989071,37.0565027322,0.000994535519126
rio grande,CO,2011,0,31.6880327869,2.309,102,0,181,183,0.452950819672,28.6453551913,41.8782513661,38.3591803279,0.000994535519126
rio grande,CO,2013,0,33.5884782609,3.571,113,0,179,182,0.504836956522,24.9207608696,41.8895108696,39.0035326087,0.00153586956522
roosevelt,MT,2013,0,45.4528961749,13.458,104,0,164,177,0.669453551913,22.3120218579,46.8745901639,44.6555737705,0.00331366120219
rosebud,MT,2010,0,43.6073224044,0.0,126,0,182,183,0.596721311475,25.3006557377,48.4980874317,46.1260655738,0.00262896174863
rosebud,MT,2011,0,43.1568852459,0.449,114,0,181,183,0.584808743169,25.4481420765,48.8819672131,46.3475956284,0.00271092896175
rosebud,MT,2012,0,39.6275409836,0.0,87,0,182,183,0.453333333333,26.8613114754,50.7791256831,48.9946448087,0.000969945355191
rosebud,MT,2013,0,44.2778142077,7.394,224,0,350,358,0.571202185792,22.9082513661,50.2269398907,48.1930054645,0.00244535519126
rosebud,MT,2014,0,43.5738797814,0.214,111,0,176,181,0.587595628415,22.9066666667,48.6056830601,46.4015300546,0.00184262295082
routt,CO,2010,0,32.6831693989,8.335,108,0,175,182,0.50087431694,26.8409289617,41.6201639344,38.2460655738,0.00180928961749
routt,CO,2011,0,36.2414130435,5.452,126,0,179,184,0.577717391304,26.43125,41.4261413043,38.5365217391,0.0023777173913
routt,CO,2013,0,32.7013661202,7.487,107,0,171,180,0.483989071038,25.2315846995,43.4712568306,40.7568852459,0.00139289617486
saguache,CO,2010,0,32.3865027322,0.501,78,0,180,183,0.466666666667,28.3157923497,41.8122404372,38.2799453552,0.0010262295082
saguache,CO,2011,0,30.0571038251,1.186,83,0,181,183,0.420819672131,28.7244262295,42.6940983607,39.0542622951,0.000807650273224
saguache,CO,2013,0,33.8378688525,3.625,96,0,178,182,0.501584699454,25.4532240437,42.6228961749,39.2579781421,0.00137704918033
san juan,CO,2010,0,32.3713661202,1.142,86,0,180,183,0.441639344262,25.8333879781,45.0113114754,43.3853551913,0.00152841530055
san juan,CO,2011,0,31.448852459,0.947,102,0,180,183,0.433825136612,26.1592896175,44.7458469945,43.0662295082,0.00159781420765
san juan,CO,2013,0,33.838579235,3.054,114,0,179,183,0.45131147541,23.9566666667,46.728852459,45.291420765,0.00167103825137
san miguel,CO,2010,0,33.5986885246,0.207,83,0,183,183,0.407431693989,25.7290163934,49.1720765027,47.8694535519,0.00134918032787
san miguel,CO,2011,0,33.8570108696,0.0,95,0,184,184,0.414836956522,25.5019565217,49.401576087,47.9855434783,0.00143641304348
san miguel,CO,2013,0,34.9649726776,0.075,101,0,179,183,0.41043715847,24.434863388,51.3474863388,50.0304918033,0.00154480874317
sanders,MT,2013,0,42.2257377049,0.613,111,0,175,183,0.603606557377,20.8757923497,47.5106010929,46.218852459,0.0021349726776
sedgwick,CO,2010,0,47.9290710383,0.0,124,0,183,183,0.598579234973,26.8261748634,52.1532240437,50.3720765027,0.00297978142077
sedgwick,CO,2011,0,46.9035326087,0.0,121,0,184,184,0.60722826087,27.4651630435,50.8179347826,48.2876086957,0.00340326086957
sedgwick,CO,2013,0,47.1734972678,1.684,125,0,175,180,0.591256830601,25.9559016393,51.7716393443,49.588852459,0.00187267759563
sheridan,MT,2013,0,45.7456830601,20.304,98,0,161,176,0.697759562842,20.9313661202,46.6181420765,44.2472677596,0.00310382513661
sheridan,WY,2013,0,42.1308743169,7.043,104,0,173,178,0.554918032787,25.0581420765,48.0408196721,45.7219672131,0.00224972677596
shoshone,ID,2010,0,40.4518131868,0.95,126,0,177,182,0.634725274725,20.7024725275,45.1840659341,42.9815934066,0.00259230769231
shoshone,ID,2011,0,39.0753005464,2.468,116,0,173,183,0.604207650273,22.0546994536,44.848852459,42.7396721311,0.00218142076503
shoshone,ID,2012,0,37.53,0.0,0,0,1,1,0.54,24.71,44.99,43.76,0.0
shoshone,ID,2013,0,41.7926775956,0.426,94,0,176,183,0.597595628415,20.0448087432,47.8719125683,46.4707650273,0.00200218579235
shoshone,ID,2014,0,42.71,0.0,1,0,1,1,0.8,12.71,40.61,40.61,0.0079
silver bow,MT,2013,0,36.990273224,0.828,106,0,174,180,0.532240437158,26.9013114754,42.6836065574,40.313442623,0.0019956284153
stillwater,MT,2013,0,40.5263387978,2.349,119,0,174,177,0.561857923497,23.7250819672,45.9363387978,43.4943169399,0.00201092896175
sublette,WY,2013,0,33.5035519126,7.696,97,0,171,180,0.514863387978,26.6801092896,41.0230601093,38.0757923497,0.000996174863388
summit,CO,2010,0,30.6008743169,16.624,109,0,172,182,0.48825136612,23.154863388,41.3808743169,37.4361748634,0.00232459016393
summit,CO,2011,0,30.0387978142,26.115,127,0,172,181,0.50912568306,21.8518032787,40.3898360656,35.5052459016,0.00298415300546
summit,CO,2013,0,29.7863387978,16.048,133,0,167,178,0.494535519126,19.7566120219,41.0928415301,36.4319672131,0.0023912568306
sweet grass,MT,2013,0,40.0576502732,2.265,120,0,174,176,0.562896174863,24.3989071038,45.1535519126,42.5874863388,0.00208032786885
sweetwater,WY,2013,0,33.232295082,4.707,94,0,172,180,0.443879781421,24.4689071038,46.5108743169,44.0103825137,0.000884153005464
teller,CO,2010,0,34.5687978142,0.359,106,0,182,183,0.489890710383,26.2898907104,44.2193442623,41.8923497268,0.00272404371585
teller,CO,2011,0,32.6910382514,0.436,101,0,180,183,0.464535519126,28.0881420765,43.3433879781,40.2597814208,0.00229617486339
teller,CO,2013,0,34.139726776,7.264,110,0,174,178,0.498743169399,25.4836612022,43.6420218579,40.936284153,0.00242677595628
teton,ID,2013,0,36.7448369565,1.087,106,0,171,184,0.542717391304,26.8211413043,42.0522282609,39.8120108696,0.00111358695652
teton,MT,2013,0,39.6986338798,3.641,128,0,174,178,0.569344262295,23.0493989071,45.5237704918,42.8797814208,0.00209617486339
teton,WY,2013,0,36.8241530055,3.212,112,0,170,181,0.554754098361,25.6939344262,41.5530601093,39.3327322404,0.00130546448087
toole,MT,2013,0,40.6742934783,1.894,127,0,174,179,0.61847826087,22.8678804348,44.5501630435,41.24125,0.00253804347826
treasure,MT,2013,0,43.2633333333,4.277,108,0,175,179,0.558852459016,23.3397814208,49.6531147541,47.7440983607,0.00248087431694
twin falls,ID,2013,0,37.9687431694,0.0,78,0,182,183,0.417431693989,24.8270491803,52.258852459,50.2889071038,0.000748087431694
uinta,WY,2013,0,35.4404371585,0.885,89,0,176,182,0.449836065574,24.3161202186,48.102295082,46.4203278689,0.00115792349727
valley,ID,2013,0,38.1098369565,0.0,97,0,182,184,0.496739130435,26.7694021739,46.224673913,44.9016304348,0.00182445652174
valley,MT,2013,0,44.3158469945,3.647,107,0,171,178,0.621256830601,22.434863388,48.2262295082,45.7701639344,0.00254972677596
washakie,WY,2013,0,38.2101630435,10.563,105,0,173,180,0.488206521739,23.0592391304,48.8769021739,46.7188043478,0.00123695652174
washington,CO,2010,0,44.5760655738,0.0,113,0,183,183,0.551584699454,27.9244262295,51.1563387978,49.1127322404,0.00211967213115
washington,CO,2011,0,43.763423913,0.0,110,0,184,184,0.55,28.1023913043,50.5331521739,48.0317934783,0.00289293478261
washington,CO,2013,0,44.874863388,3.437,111,0,174,178,0.568360655738,26.1842622951,50.7515846995,48.4827868852,0.00269016393443
washington,ID,2013,0,39.0854891304,0.0,96,0,184,184,0.478097826087,26.7870108696,48.255923913,46.7808152174,0.00123695652174
weld,CO,2010,0,41.0096721311,0.0,112,0,183,183,0.516393442623,27.7613661202,49.4628415301,47.8653551913,0.00247759562842
weld,CO,2011,0,40.2359016393,0.0,121,0,183,183,0.515683060109,27.5218579235,49.0933333333,47.1936065574,0.00279453551913
weld,CO,2013,0,42.5263387978,8.954,111,0,174,178,0.540273224044,25.7219125683,49.7043715847,48.0455191257,0.00200491803279
weston,WY,2013,0,43.6576502732,49.424,133,0,168,177,0.598306010929,21.4093989071,48.8065027322,46.5565027322,0.00344754098361
wheatland,MT,2013,0,39.853715847,1.604,109,0,174,177,0.565519125683,24.0913661202,45.6378688525,42.2679781421,0.0023606557377
wibaux,MT,2013,0,45.6293442623,55.205,118,0,169,178,0.65174863388,22.0648087432,47.9298360656,45.6599453552,0.00365300546448
yellowstone,MT,2013,0,41.8081967213,3.216,112,0,174,177,0.539180327869,22.5903278689,49.6261748634,47.3957923497,0.00223989071038
yuma,CO,2010,0,47.4119672131,0.0,128,0,183,183,0.583606557377,27.2812568306,52.3745355191,50.5284699454,0.00249617486339
yuma,CO,2011,0,46.6004891304,0.0,117,0,184,184,0.586793478261,28.5298913043,51.2567391304,48.7436413043,0.00309130434783
yuma,CO,2013,0,46.8897814208,2.183,116,0,176,181,0.583989071038,26.1544808743,51.9262295082,49.800273224,0.00223879781421
